"age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","income"
36,"Private",370767,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,2377,60,"United-States","<=50K"
25,"Private",130793,"Some-college",10,"Divorced","Other-service","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
36,"Private",118909,"Assoc-acdm",12,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"Jamaica","<=50K"
32,"Private",188246,"HS-grad",9,"Divorced","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
37,"Private",160120,"Masters",14,"Never-married","Prof-specialty","Unmarried","Asian-Pac-Islander","Male",0,0,40,"South","<=50K"
40,"Private",144594,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",2829,0,40,"United-States","<=50K"
26,"Private",523067,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Male",0,0,3,"El-Salvador","<=50K"
22,"Private",370548,"Assoc-voc",11,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
20,"Private",120572,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,12,"United-States","<=50K"
26,"Private",55860,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
34,"Private",158800,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
31,"Private",131568,"9th",5,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
22,"Private",216867,"7th-8th",4,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Mexico","<=50K"
38,"Private",104089,"Assoc-voc",11,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
35,"Private",208106,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"Ecuador","<=50K"
27,"Private",236246,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
20,"Private",262749,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,35,"United-States","<=50K"
27,"Private",177761,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","Other","Male",0,0,50,"United-States","<=50K"
21,"Private",77759,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,15,"United-States","<=50K"
20,"Private",211345,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Female",0,0,20,"United-States","<=50K"
32,"Private",303942,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
38,"Private",197077,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
21,"Private",227986,"HS-grad",9,"Never-married","Machine-op-inspct","Unmarried","White","Female",0,0,40,"United-States","<=50K"
36,"Private",137527,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
36,"Private",180150,"12th",8,"Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
23,"Private",239539,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","Asian-Pac-Islander","Male",0,0,40,"Philippines","<=50K"
40,"Private",224799,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States","<=50K"
25,"Private",218667,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
39,"Private",358837,"Some-college",10,"Never-married","Tech-support","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
20,"Private",174685,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","<=50K"
32,"Private",168854,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,54,"United-States","<=50K"
28,"Private",133696,"Bachelors",13,"Never-married","Sales","Unmarried","White","Male",0,0,65,"United-States","<=50K"
29,"Private",217200,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
32,"Private",235124,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,46,"Dominican-Republic","<=50K"
38,"Private",290306,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
31,"Private",210008,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
25,"Private",486332,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Male",0,0,40,"Mexico","<=50K"
21,"Private",119309,"Some-college",10,"Never-married","Tech-support","Own-child","White","Male",0,1602,16,"United-States","<=50K"
38,"Private",204527,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
23,"Private",262744,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
24,"Private",177287,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Female",0,0,30,"United-States","<=50K"
30,"Private",255004,"Assoc-acdm",12,"Divorced","Sales","Not-in-family","White","Male",0,0,52,"United-States","<=50K"
33,"Private",206051,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
35,"Private",225750,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,32,"United-States","<=50K"
33,"Private",245777,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
24,"Private",285432,"HS-grad",9,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","<=50K"
32,"Private",42485,"HS-grad",9,"Divorced","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","<=50K"
27,"Private",170017,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
27,"Private",152683,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",3908,0,35,"United-States","<=50K"
20,"Private",41721,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,60,"United-States","<=50K"
26,"Private",57512,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
36,"Private",301614,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
25,"Private",193820,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,1876,40,"United-States","<=50K"
35,"Private",308691,"Masters",14,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,48,"United-States","<=50K"
38,"Private",169672,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
36,"Private",370156,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,38,"United-States","<=50K"
28,"Private",398220,"5th-6th",3,"Never-married","Craft-repair","Other-relative","White","Male",0,0,40,"Mexico","<=50K"
40,"Private",337456,"HS-grad",9,"Divorced","Protective-serv","Unmarried","White","Female",0,0,40,"United-States","<=50K"
33,"Private",194901,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
32,"Private",173730,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,40,"United-States",">50K"
23,"Private",274797,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,25,"United-States","<=50K"
31,"Private",359249,"Assoc-voc",11,"Never-married","Protective-serv","Own-child","Black","Male",0,0,40,"United-States","<=50K"
22,"Private",152744,"Some-college",10,"Never-married","Other-service","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"Philippines","<=50K"
32,"Private",97723,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,38,"United-States","<=50K"
22,"Private",249727,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Male",0,0,30,"United-States","<=50K"
26,"Private",189590,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
27,"Private",37599,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Male",0,0,24,"United-States","<=50K"
20,"Private",256211,"Some-college",10,"Never-married","Machine-op-inspct","Other-relative","Asian-Pac-Islander","Male",0,0,40,"Vietnam","<=50K"
40,"Private",266084,"Some-college",10,"Divorced","Craft-repair","Other-relative","White","Male",0,0,50,"United-States","<=50K"
37,"Private",161111,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
36,"Private",220511,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
33,"Private",104509,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
33,"Private",252168,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States","<=50K"
25,"Private",92093,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,20,"United-States","<=50K"
38,"Private",129591,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
38,"Private",115336,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,70,"United-States","<=50K"
33,"Private",184833,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
33,"Private",255334,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,25,"United-States",">50K"
29,"Private",349154,"10th",6,"Separated","Farming-fishing","Unmarried","White","Female",0,0,40,"Guatemala","<=50K"
24,"Private",113466,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
29,"Private",130856,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States","<=50K"
30,"Private",70377,"Some-college",10,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
24,"Private",236696,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
40,"Private",96129,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,72,"United-States",">50K"
25,"Private",193820,"Masters",14,"Never-married","Prof-specialty","Own-child","White","Female",0,0,40,"United-States","<=50K"
31,"Private",454508,"11th",7,"Never-married","Craft-repair","Not-in-family","White","Male",0,2001,40,"United-States","<=50K"
33,"Private",101345,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,42,"Canada",">50K"
40,"Private",140559,"HS-grad",9,"Widowed","Other-service","Unmarried","White","Female",0,0,25,"United-States","<=50K"
31,"Private",402361,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
33,"Private",143582,"HS-grad",9,"Separated","Other-service","Unmarried","Asian-Pac-Islander","Female",0,0,48,"China","<=50K"
24,"Private",112706,"Assoc-voc",11,"Never-married","Tech-support","Own-child","White","Male",0,0,40,"United-States","<=50K"
20,"Private",205895,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States","<=50K"
26,"Private",149943,"HS-grad",9,"Never-married","Other-service","Other-relative","Asian-Pac-Islander","Male",0,0,60,,"<=50K"
27,"Private",244315,"HS-grad",9,"Divorced","Craft-repair","Other-relative","Other","Male",0,0,40,"United-States","<=50K"
28,"Private",405793,"Assoc-acdm",12,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,45,"United-States",">50K"
37,"Private",277022,"HS-grad",9,"Never-married","Handlers-cleaners","Unmarried","White","Female",3887,0,40,"Nicaragua","<=50K"
38,"Private",123031,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","Asian-Pac-Islander","Male",0,0,48,"Trinadad&Tobago","<=50K"
32,"Private",324386,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","<=50K"
24,"Private",126568,"Bachelors",13,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,33,"United-States","<=50K"
26,"Private",275703,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
34,"Private",226296,"11th",7,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
22,"Private",211968,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
25,"Private",262885,"11th",7,"Never-married","Other-service","Unmarried","Black","Female",0,0,32,"United-States","<=50K"
39,"Private",188069,"9th",5,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,25,"United-States","<=50K"
24,"Private",227070,"10th",6,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,40,"United-States","<=50K"
34,"Private",136997,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,35,"United-States","<=50K"
21,"Private",212407,"HS-grad",9,"Never-married","Machine-op-inspct","Other-relative","White","Male",0,0,40,"United-States","<=50K"
39,"Private",141802,"Some-college",10,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
30,"Private",190823,"Some-college",10,"Never-married","Other-service","Own-child","Black","Female",0,0,40,"United-States","<=50K"
24,"Private",257500,"HS-grad",9,"Separated","Machine-op-inspct","Own-child","Black","Female",0,0,40,"United-States","<=50K"
36,"Private",272944,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
22,"Private",100345,"Bachelors",13,"Never-married","Craft-repair","Not-in-family","White","Male",13550,0,55,"United-States",">50K"
25,"Private",251854,"11th",7,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,40,"United-States","<=50K"
40,"Private",103474,"HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,30,"United-States","<=50K"
38,"Private",22042,"Assoc-voc",11,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,39,"United-States","<=50K"
37,"Private",343721,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
28,"Private",274690,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
32,"Private",37380,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,38,"United-States","<=50K"
34,"Private",173730,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
21,"Private",225890,"Some-college",10,"Never-married","Other-service","Other-relative","White","Female",0,0,30,"United-States","<=50K"
29,"Private",394927,"Assoc-voc",11,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,,"<=50K"
21,"Private",314182,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
38,"Private",35429,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,2042,40,"United-States","<=50K"
30,"Private",177531,"HS-grad",9,"Never-married","Sales","Unmarried","Black","Female",0,0,25,"United-States","<=50K"
24,"Private",53942,"Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
36,"Private",113481,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
33,"Private",276221,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
29,"Private",161155,"Assoc-acdm",12,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","<=50K"
39,"Private",43712,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,40,"United-States",">50K"
34,"Private",188900,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States","<=50K"
25,"Private",134113,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
25,"Private",154863,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","Black","Male",0,0,35,"United-States","<=50K"
29,"Private",183111,"Assoc-voc",11,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
32,"Private",50178,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,35,"United-States","<=50K"
35,"Private",186845,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K"
29,"Private",128509,"HS-grad",9,"Married-spouse-absent","Machine-op-inspct","Not-in-family","White","Female",0,0,38,"El-Salvador","<=50K"
23,"Private",143032,"Masters",14,"Never-married","Prof-specialty","Own-child","White","Female",0,0,36,"United-States","<=50K"
31,"Private",382368,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
40,"Private",210013,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","<=50K"
21,"Private",208503,"Some-college",10,"Never-married","Transport-moving","Own-child","White","Male",0,0,10,"United-States","<=50K"
22,"Private",160120,"10th",6,"Never-married","Transport-moving","Own-child","Asian-Pac-Islander","Male",0,0,30,"United-States","<=50K"
37,"Private",212900,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
29,"Private",115677,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
38,"Private",252250,"11th",7,"Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,65,"United-States","<=50K"
27,"Private",212041,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
20,"Private",32426,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,25,"United-States","<=50K"
37,"Private",203828,"9th",5,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,65,"United-States","<=50K"
26,"Private",247455,"Bachelors",13,"Married-civ-spouse","Sales","Wife","White","Female",5178,0,42,"United-States",">50K"
37,"Private",330826,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,30,"United-States","<=50K"
27,"Private",200802,"Some-college",10,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
27,"Private",156266,"HS-grad",9,"Never-married","Sales","Own-child","Amer-Indian-Eskimo","Male",0,0,20,"United-States","<=50K"
28,"Private",25955,"Some-college",10,"Never-married","Craft-repair","Own-child","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
20,"Private",334633,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
28,"Private",109162,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
30,"Private",209900,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
36,"Private",179468,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
36,"Private",183081,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
24,"Private",359828,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,44,"United-States",">50K"
30,"Private",155659,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,36,"United-States","<=50K"
24,"Private",585203,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",7688,0,45,"United-States",">50K"
26,"Private",176520,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,53,"United-States","<=50K"
30,"Private",375827,"HS-grad",9,"Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,40,"United-States","<=50K"
28,"Private",198813,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","Black","Female",0,0,40,"United-States","<=50K"
35,"Private",117381,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",8614,0,45,"United-States",">50K"
24,"Private",261561,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
29,"Private",81057,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
27,"Private",275110,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,80,"United-States",">50K"
32,"Private",236543,"12th",8,"Married-civ-spouse","Craft-repair","Other-relative","White","Male",0,0,40,"Mexico","<=50K"
24,"Private",194604,"Bachelors",13,"Never-married","Sales","Own-child","White","Female",0,0,15,"United-States","<=50K"
23,"Private",1038553,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","Black","Male",0,0,45,"United-States","<=50K"
31,"Private",193231,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Male",3325,0,60,"United-States","<=50K"
38,"Private",255941,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Female",10520,0,50,"United-States",">50K"
38,"Private",91857,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,44,"United-States","<=50K"
36,"Private",732569,"9th",5,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
29,"Private",86613,"1st-4th",2,"Never-married","Other-service","Not-in-family","White","Male",0,0,20,"El-Salvador","<=50K"
30,"Private",235124,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",99999,0,40,"United-States",">50K"
27,"Private",329426,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
31,"Private",381153,"Some-college",10,"Never-married","Exec-managerial","Unmarried","White","Male",0,0,60,"United-States","<=50K"
34,"Private",189759,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,45,"United-States",">50K"
39,"Private",230467,"Bachelors",13,"Never-married","Sales","Own-child","White","Male",0,1092,40,"Germany","<=50K"
36,"Private",218542,"Some-college",10,"Divorced","Craft-repair","Unmarried","White","Female",0,0,40,"United-States","<=50K"
24,"Private",168997,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
39,"Private",168894,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
21,"Private",149809,"Assoc-acdm",12,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
34,"Private",344073,"HS-grad",9,"Separated","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States",">50K"
22,"Private",416165,"Some-college",10,"Never-married","Sales","Unmarried","White","Female",0,0,32,"United-States","<=50K"
36,"Private",41490,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
39,"Private",179481,"HS-grad",9,"Never-married","Tech-support","Not-in-family","White","Male",4650,0,44,"United-States","<=50K"
25,"Private",299765,"Some-college",10,"Separated","Adm-clerical","Other-relative","Black","Female",0,0,40,"Jamaica","<=50K"
30,"Private",54608,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
23,"Private",201145,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,65,"United-States","<=50K"
35,"Private",99156,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
36,"Private",111128,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,48,"United-States",">50K"
39,"Private",74194,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States","<=50K"
36,"Private",188069,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
40,"Private",145178,"Some-college",10,"Divorced","Craft-repair","Unmarried","Black","Female",0,0,30,"United-States","<=50K"
24,"Private",509629,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,25,"United-States","<=50K"
28,"Private",27956,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,99,"Philippines","<=50K"
25,"Private",309098,"Assoc-voc",11,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
20,"Private",224217,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
34,"Private",347166,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States",">50K"
25,"Private",57635,"Assoc-voc",11,"Married-civ-spouse","Sales","Wife","White","Female",0,0,42,"United-States",">50K"
33,"Private",181091,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,60,"Iran",">50K"
29,"Private",193125,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
30,"Private",103649,"Some-college",10,"Never-married","Other-service","Own-child","Black","Female",0,0,40,"United-States","<=50K"
29,"Private",197932,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Wife","White","Female",0,0,40,"Mexico",">50K"
37,"Private",249720,"Bachelors",13,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,27,"United-States","<=50K"
24,"Private",259865,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
21,"Private",301694,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,35,"Mexico","<=50K"
25,"Private",395512,"12th",8,"Married-civ-spouse","Machine-op-inspct","Other-relative","Other","Male",0,0,40,"Mexico","<=50K"
40,"Private",168071,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,28,"United-States","<=50K"
23,"Private",45317,"Some-college",10,"Separated","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
28,"Private",107389,"HS-grad",9,"Never-married","Exec-managerial","Own-child","White","Male",0,0,32,"United-States","<=50K"
22,"Private",213902,"5th-6th",3,"Never-married","Priv-house-serv","Other-relative","White","Female",0,0,40,"El-Salvador","<=50K"
32,"Private",191856,"Masters",14,"Married-civ-spouse","Sales","Wife","White","Female",0,0,45,"United-States",">50K"
35,"Private",474136,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,1408,40,"United-States","<=50K"
34,"Private",191291,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
37,"Private",227545,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,44,"United-States",">50K"
36,"Private",32776,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,40,"United-States",">50K"
34,"Private",228881,"Some-college",10,"Separated","Machine-op-inspct","Not-in-family","Other","Male",0,0,40,"United-States","<=50K"
23,"Private",84648,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,25,"United-States","<=50K"
27,"Private",279872,"Some-college",10,"Divorced","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
37,"Private",80410,"11th",7,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
26,"Private",127202,"HS-grad",9,"Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
22,"Private",121471,"11th",7,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
22,"Private",219086,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States","<=50K"
30,"Private",241583,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
24,"Private",374253,"HS-grad",9,"Separated","Other-service","Not-in-family","White","Female",0,0,55,"United-States","<=50K"
30,"Private",214993,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
